id,activity_type,distance_miles,moving_time,average_heartrate,max_heartrate
9399,Run,6.48,50.3,0,0
9400,Run,6.7,50.35,0,0
9401,Run,5.15,40.25,0,0
9402,Run,7.41,58.93,0,0
9403,Run,6.38,50.92,0,0
9404,Run,6.26,50.32,0,0
9405,Run,6.39,50.83,0,0
9406,Run,6.45,50.38,0,0
9407,Run,6.41,50.48,0,0
9408,Run,6.47,50.65,0,0
9409,Run,3.59,28.22,0,0
9410,Run,6.44,50.33,0,0
9411,Run,5.11,40.07,0,0
9412,Run,5.09,40.73,0,0
9413,Run,5.22,40.58,0,0
9414,Run,5.21,40.4,0,0
9415,Run,5.29,40.28,0,0
9416,Run,6.36,50.3,0,0
9417,Run,5.21,40.33,0,0
9418,Run,5.2,40.02,0,0
9419,Run,5.06,40.12,0,0
9420,Run,5.37,40.17,0,0
9421,Run,5.04,40.97,0,0
9422,Run,5,39.7,0,0
9423,Run,6.44,50.2,0,0
9424,Run,5.04,39.72,0,0
9425,Run,3.41,27.97,0,0
9426,Run,3.3,27.05,0,0
9427,Run,4.93,40.3,0,0
9428,Run,4.67,40.37,0,0
9429,Run,5.02,41.2,0,0
9430,Run,5.03,40.12,0,0
9431,Run,4.08,31.83,0,0
9432,Run,3.65,30.35,0,0
9433,Run,4.06,32.5,0,0
9434,Run,3.68,30.02,0,0
9435,Run,4.03,30.62,0,0
9436,Run,4.17,30.1,0,0
9437,Run,4.04,31.4,0,0
9438,Run,4.08,32.37,0,0
9439,Run,1.18,10.3,0,0
9440,Run,4.02,30.48,0,0
9441,Run,8.08,65.7,0,0
9442,Run,2.5,22.47,0,0
9443,Run,5.03,38.78,0,0
9444,Run,7.05,57.58,0,0
9445,Run,1.06,7.1,0,0
9446,Run,7.04,58.82,0,0
9447,Run,0.77,6.22,0,0
9448,Run,4.02,37.42,0,0
9449,Run,6.01,51.38,0,0
9450,Run,9.01,73.75,0,0
9451,Run,7.04,57.53,0,0
9452,Run,7.01,61.3,0,0
9453,Run,4.01,35.92,0,0
9454,Run,7.13,60.95,0,0
9455,Run,10.06,82.17,0,0
9456,Run,1.21,11.73,0,0
9457,Run,1.34,11.53,0,0
9458,Run,3.28,30.32,0,0
9459,Run,3.02,24.18,0,0
9460,Run,3.2,29.75,0,0
9461,Run,2.01,18.67,0,0
9462,Run,4.06,35.93,0,0
9463,Run,10.03,82.8,0,0
9464,Run,3.09,29.25,0,0
9465,Run,4.46,32.58,0,0
9466,Run,4.02,35.97,0,0
9467,Run,3.2,23.85,0,0
9468,Run,5.01,40.35,0,0
9469,Run,3.63,30.08,0,0
9470,Run,3.41,30.03,0,0
9471,Run,4.46,38.72,0,0
9472,Run,4.5,36.52,0,0
9473,Run,5.07,43.98,0,0
9474,Run,6.04,50.25,0,0
9475,Run,4.06,34.4,0,0
9476,Run,7.08,60.92,0,0
9477,Run,6.06,55,0,0
9478,Run,6.05,49.4,0,0
9479,Run,5.03,42.72,0,0
9480,Run,8.05,65.82,0,0
9481,Run,12.12,94.7,0,0
9482,Run,5.06,45.4,0,0
9483,Run,3.76,28.23,0,0
9484,Run,1.07,9.47,0,0
9485,Run,8.09,65.47,0,0
9486,Run,1.51,13.85,0,0
9487,Run,2.7,15.8,0,0
9488,Run,1,8.15,0,0
9489,Run,8.1,64.67,0,0
9490,Run,5.03,42,0,0
9491,Run,12.07,94.27,0,0
9492,Run,6.09,48.32,0,0
9493,Run,6.75,47.18,0,0
9494,Run,8.12,63.83,0,0
9495,Run,5.46,38.93,0,0
9496,Run,7.05,56.13,0,0
9497,Run,6.03,53.02,0,0
9498,Run,12.04,91.62,0,0
9499,Run,1.5,13.83,0,0
9500,Run,3,20.57,0,0
9501,Run,1.49,12.42,0,0
9502,Run,5.03,44.12,0,0
9503,Run,2,18.52,0,0
9504,Run,5.03,45.48,0,0
9505,Run,3.85,32.98,0,0
9506,Run,1.02,8.4,0,0
9507,Run,0.8,7,0,0
9508,Run,1.47,12.68,0,0
9509,Run,6.18,51.6,0,0
9510,Run,1.2,10,0,0
9511,Run,5.01,46.6,0,0
9512,Run,12.08,88.8,0,0
9513,Run,4.96,38.82,0,0
9514,Run,5.01,39.03,0,0
9515,Run,7.06,57.47,0,0
9516,Run,9.01,71.48,0,0
9517,Run,7.01,62.25,0,0
9518,Run,1.04,9.62,0,0
9519,Run,2,17.87,0,0
9520,Run,12.06,89.38,0,0
9521,Run,7,64.85,0,0
9522,Run,10.07,87.32,0,0
9523,Run,5.04,49.67,0,0
9524,Run,6.27,51.95,0,0
9525,Run,8.07,71.95,0,0
9526,Run,5.01,45.8,0,0
9527,Run,12.03,98.07,0,0
9528,Run,7.04,55.78,0,0
9529,Run,6.06,54.62,0,0
9530,Run,10.05,90.9,0,0
9531,Run,3.02,26.78,0,0
9532,Run,3.01,27.7,0,0
9533,Run,4.99,46.15,0,0
9534,Run,10.08,90.98,0,0
9535,Run,7.03,63.45,0,0
9536,Run,4.79,44.45,0,0
9537,Run,5.6,42.25,0,0
9538,Run,0.85,7.95,0,0
9539,Run,1.36,11.38,0,0
9540,Run,3.28,30.78,0,0
9541,Run,1.05,10.52,0,0
9542,Run,1.41,12.68,0,0
9543,Run,2.15,18.42,0,0
9544,Run,1.19,10.43,0,0
9545,Run,4.64,39.48,0,0
9546,Run,3.57,30.45,0,0
9547,Run,0.52,5.27,0,0
9548,Run,1.07,9.63,0,0
9549,Run,4.09,36.5,0,0
9550,Run,6.04,47.88,0,0
9551,Run,7.1,55.12,0,0
9552,Run,5.58,40.93,0,0
9553,Run,5.02,38.87,0,0
9554,Run,3.04,30.28,0,0
9555,Run,4.04,32.97,0,0
9556,Run,5,42.78,0,0
9557,Run,5.01,43.65,0,0
9558,Run,8.13,66.37,0,0
9559,Run,3.99,33,0,0
9560,Run,3.38,23.95,0,0
9561,Run,1.11,10.07,0,0
9562,Run,3.57,31.62,0,0
9563,Run,1.25,12.7,0,0
9564,Run,5.06,42.68,0,0
9565,Run,10.04,85.15,0,0
9566,Run,2.54,23.15,0,0
9567,Run,5.07,43.02,0,0
9568,Run,5.28,33.82,0,0
9569,Run,7.04,59.97,0,0
9570,Run,4.54,30.17,0,0
9571,Run,6.57,58.52,0,0
9572,Run,12.04,101.47,0,0
9573,Run,2.17,22.1,0,0
9574,Run,1.11,10.05,0,0
9575,Run,5.08,41.25,0,0
9576,Run,6.12,52.52,0,0
9577,Run,6.77,44.02,0,0
9578,Run,7.07,62.55,0,0
9579,Run,11.14,89.75,0,0
9580,Run,1.14,10.62,0,0
9581,Run,0.81,7.78,0,0
9582,Run,3.45,31.22,0,0
9583,Run,1.1,9.7,0,0
9584,Run,4.22,27.43,0,0
9585,Run,5,42.43,0,0
9586,Run,6.32,52,0,0
9587,Run,8.77,73.65,0,0
9588,Run,10.17,83.48,0,0
9589,Run,5.78,44.65,0,0
9590,Run,5.79,49.6,0,0
9591,Run,6.25,45.65,0,0
9592,Run,7.64,62.82,0,0
9593,Run,6.89,56.33,0,0
9594,Run,7.45,60.5,0,0
9595,Run,9.08,72.12,0,0
9596,Run,2.98,32.42,0,0
9597,Run,0.25,2.3,0,0
9598,Run,5.31,43.12,0,0
9599,Run,3.87,31.12,0,0
9600,Run,7.64,61.77,0,0
9601,Run,5.24,37.42,0,0
9602,Run,9.11,70.97,0,0
9603,Run,7.18,55.05,0,0
9604,Run,5.52,43.63,0,0
9605,Run,5.27,40.37,0,0
9606,Run,1.17,10.05,0,0
9607,Run,5.01,41.17,0,0
9608,Run,1.17,10.13,0,0
9609,Run,6.63,54.58,0,0
9610,Run,4.01,31.48,0,0
9611,Run,6.15,50.02,0,0
9612,Run,8.02,63.95,0,0
9613,Run,6.47,55.2,0,0
9614,Run,5.29,40.95,0,0
9615,Run,1.52,12.48,0,0
9616,Run,2.1,20.3,0,0
9617,Run,1.16,10.53,0,0
9618,Run,4.81,125.77,0,0
9619,Run,2.09,19.3,0,0
9620,Run,1.2,10.3,0,0
9621,Run,4.06,34.52,0,0
9622,Run,10.15,86.52,0,0
9623,Run,4.78,41.27,0,0
9624,Run,3.87,33.02,0,0
9625,Run,3.52,27.98,0,0
9626,Run,4.75,37.87,0,0
9627,Run,4.02,33.32,0,0
9628,Run,6.1,50.48,0,0
9629,Run,3.29,28.18,0,0
9630,Run,3.83,30.15,0,0
9631,Run,3.16,25.95,0,0
9632,Run,12.06,96.3,0,0
9633,Run,5.85,42.48,0,0
9634,Run,6.02,51.33,0,0
9635,Run,8.35,70.67,0,0
9636,Run,7.21,60.4,0,0
9637,Run,5.07,40.97,0,0
9638,Run,5.05,43.73,0,0
9639,Run,5.05,43.3,0,0
9640,Run,12.06,97.35,0,0
9641,Run,0.77,7.13,0,0
9642,Run,1.57,13.27,0,0
9643,Run,3.47,30.07,0,0
9644,Run,3.69,31.02,0,0
9645,Run,3.97,29.23,0,0
9646,Run,1.46,11.88,0,0
9647,Run,3.4,29.4,0,0
9648,Run,0.44,4.52,0,0
9649,Run,1,9.53,0,0
9650,Run,4.61,40.6,0,0
9651,Run,5.07,42.75,0,0
9652,Run,7.32,60.68,0,0
9653,Run,1.09,10.03,0,0
9654,Run,3.79,22.62,0,0
9655,Run,1.29,12.68,0,0
9656,Run,5.35,42.55,0,0
9657,Run,0.71,7.15,0,0
9658,Run,1.39,12.17,0,0
9659,Run,3.25,26.9,0,0
9660,Run,5.29,42.17,0,0
9661,Run,1.18,10.67,0,0
9662,Run,2.6,16.68,0,0
9663,Run,1.1,10.57,0,0
9664,Run,4.76,35.82,0,0
9665,Run,1.9,15.3,0,0
9666,Run,3.6,30.15,0,0
9667,Run,1.18,10.43,0,0
9668,Run,3.53,20.23,0,0
9669,Run,1.06,10.08,0,0
9670,Run,6.23,52.52,0,0
9671,Run,6,50.5,0,0
9672,Run,4.82,35.12,0,0
9673,Run,1.34,11.42,0,0
9674,Run,3.36,30.23,0,0
9675,Run,3.17,28.25,0,0
9676,Run,3.77,25.63,0,0
9677,Run,1.21,11.6,0,0
9678,Run,8.02,67.5,0,0
9679,Run,1.92,15.33,0,0
9680,Run,3.42,30.73,0,0
9681,Run,3.76,25.6,0,0
9682,Run,1.53,13.5,0,0
9683,Run,6.11,54.73,0,0
9684,Run,6.26,51.95,0,0
9685,Run,7.12,54.62,0,0
9686,Run,8.1,58.47,0,0
9687,Run,12.08,100.08,0,0
9688,Run,2,18.62,0,0
9689,Run,3.72,31.32,0,0
9690,Run,3.73,27.67,0,0
9691,Run,1,8.88,0,0
9692,Run,1.6,15.75,0,0
9693,Run,1.4,13.33,0,0
9694,Run,5.08,44.17,0,0
9695,Run,7.06,59.88,0,0
9696,Run,12.07,101.33,0,0
9697,Run,2.24,22.45,0,0
9698,Run,4.24,35.35,0,0
9699,Run,5.02,41.15,0,0
9700,Run,6.02,50.82,0,0
9701,Run,1.57,15.08,0,0
9702,Run,0.54,4.92,0,0
9703,Run,3,30.33,0,0
9704,Run,1.91,19.97,0,0
9705,Run,3.58,30.07,0,0
9706,Run,6.12,50.3,0,0
9707,Run,2.28,16.78,0,0
9708,Run,1.48,13.93,0,0
9709,Run,1.04,6.07,0,0
9710,Run,5.74,45.9,0,0
9711,Run,6.4,50.2,0,0
9712,Run,7.96,64.45,0,0
9713,Run,3.56,28.42,0,0
9714,Run,5.65,45.07,0,0
9715,Run,3.76,30.08,0,0
9716,Run,5.07,39.93,0,0
9717,Run,10.15,80.13,0,0
9718,Run,7.99,62.6,0,0
9719,Run,6.55,51.72,0,0
9720,Run,3.6,30.18,0,0
9721,Run,3.48,30.13,0,0
9722,Run,2.31,20.12,0,0
9723,Run,1.37,11.68,0,0
9724,Run,2.41,19.78,0,0
